1494217267092,2017-05-08 06:21:07.092402
1494217269095,2017-05-08 06:21:09.094831
1494217271097,2017-05-08 06:21:11.097131
1494217273099,2017-05-08 06:21:13.099446
1494217275102,2017-05-08 06:21:15.101811
1494217277104,2017-05-08 06:21:17.104150
1494217279106,2017-05-08 06:21:19.106502
1494217281109,2017-05-08 06:21:21.108864
1494217283111,2017-05-08 06:21:23.111204
1494217285113,2017-05-08 06:21:25.113563
1494217287116,2017-05-08 06:21:27.115947
1494217289118,2017-05-08 06:21:29.118344
1494217291121,2017-05-08 06:21:31.120636
1494217293123,2017-05-08 06:21:33.122984
1494217295125,2017-05-08 06:21:35.125312
1494217297128,2017-05-08 06:21:37.127647
1494217299130,2017-05-08 06:21:39.129959
1494217301132,2017-05-08 06:21:41.132243
1494217303134,2017-05-08 06:21:43.134501
1494217305136,2017-05-08 06:21:45.136331
1494217307139,2017-05-08 06:21:47.138609
1494217309141,2017-05-08 06:21:49.140900
1494217311143,2017-05-08 06:21:51.143163
1494217313145,2017-05-08 06:21:53.145458
1494217315147,2017-05-08 06:21:55.146696
1494217317149,2017-05-08 06:21:57.148947
1494217319151,2017-05-08 06:21:59.151224
1494217321153,2017-05-08 06:22:01.153506
1494217323155,2017-05-08 06:22:03.154950
1494217325157,2017-05-08 06:22:05.157187
1494217327159,2017-05-08 06:22:07.159398
1494217329161,2017-05-08 06:22:09.161538
1494217331164,2017-05-08 06:22:11.163786
1494217333166,2017-05-08 06:22:13.166002
1494217335168,2017-05-08 06:22:15.168323
1494217337171,2017-05-08 06:22:17.170650
1494217339173,2017-05-08 06:22:19.173001
1494217341175,2017-05-08 06:22:21.175283
1494217343177,2017-05-08 06:22:23.177566
1494217345180,2017-05-08 06:22:25.179842
1494217347182,2017-05-08 06:22:27.182176
1494217349184,2017-05-08 06:22:29.184533
1494217351186,2017-05-08 06:22:31.186054
1494217353188,2017-05-08 06:22:33.188350
1494217355191,2017-05-08 06:22:35.190637
1494217357193,2017-05-08 06:22:37.192893
1494217359195,2017-05-08 06:22:39.195197
1494217361197,2017-05-08 06:22:41.197498
1494217363200,2017-05-08 06:22:43.199792
1494217365202,2017-05-08 06:22:45.202087
1494217367204,2017-05-08 06:22:47.204456
1494217369207,2017-05-08 06:22:49.206742
1494217371209,2017-05-08 06:22:51.209021
1494217373211,2017-05-08 06:22:53.211312
1494217375213,2017-05-08 06:22:55.213534
1494217377216,2017-05-08 06:22:57.215835
1494217379218,2017-05-08 06:22:59.218145
1494217381219,2017-05-08 06:23:01.218767
1494217383221,2017-05-08 06:23:03.221059
1494217385221,2017-05-08 06:23:05.221504
1494217387224,2017-05-08 06:23:07.223785
1494217389226,2017-05-08 06:23:09.226157
1494217391228,2017-05-08 06:23:11.228556
1494217393231,2017-05-08 06:23:13.230836
1494217395233,2017-05-08 06:23:15.233129
1494217397235,2017-05-08 06:23:17.235415
1494217399237,2017-05-08 06:23:19.236838
1494217401239,2017-05-08 06:23:21.239081
1494217403241,2017-05-08 06:23:23.241331
1494217405243,2017-05-08 06:23:25.243589
1494217407246,2017-05-08 06:23:27.245803
1494217409246,2017-05-08 06:23:29.246267
1494217411247,2017-05-08 06:23:31.246758
1494217413249,2017-05-08 06:23:33.249080
1494217415251,2017-05-08 06:23:35.251412
1494217417254,2017-05-08 06:23:37.253696
1494217419256,2017-05-08 06:23:39.256022
1494217421258,2017-05-08 06:23:41.258421
1494217423260,2017-05-08 06:23:43.259605
1494217425262,2017-05-08 06:23:45.261919
1494217427262,2017-05-08 06:23:47.262360
1494217429265,2017-05-08 06:23:49.264609
1494217431267,2017-05-08 06:23:51.266901
1494217433269,2017-05-08 06:23:53.269217
1494217435270,2017-05-08 06:23:55.270269
1494217437272,2017-05-08 06:23:57.272508
1494217439275,2017-05-08 06:23:59.274764
1494217441276,2017-05-08 06:24:01.276084
1494217443278,2017-05-08 06:24:03.278324
1494217445280,2017-05-08 06:24:05.280545
1494217447283,2017-05-08 06:24:07.282808
1494217449285,2017-05-08 06:24:09.285022
1494217451287,2017-05-08 06:24:11.287263
1494217453289,2017-05-08 06:24:13.289170
1494217455291,2017-05-08 06:24:15.291437
1494217457293,2017-05-08 06:24:17.292975
1494217459295,2017-05-08 06:24:19.295225
1494217461297,2017-05-08 06:24:21.297441
1494217463300,2017-05-08 06:24:23.299724
1494217465302,2017-05-08 06:24:25.302002
1494217467304,2017-05-08 06:24:27.304231
1494217469306,2017-05-08 06:24:29.306525
1494217471309,2017-05-08 06:24:31.308848
1494217473311,2017-05-08 06:24:33.311142
1494217475313,2017-05-08 06:24:35.313420
1494217477316,2017-05-08 06:24:37.315727
1494217479318,2017-05-08 06:24:39.318040
1494217481319,2017-05-08 06:24:41.319461
1494217483322,2017-05-08 06:24:43.321669
1494217485324,2017-05-08 06:24:45.323995
1494217487325,2017-05-08 06:24:47.324582
1494217489326,2017-05-08 06:24:49.326165
1494217491328,2017-05-08 06:24:51.328556
1494217493331,2017-05-08 06:24:53.330856
1494217495332,2017-05-08 06:24:55.331814
1494217497334,2017-05-08 06:24:57.334093
1494217499335,2017-05-08 06:24:59.334913
1494217501337,2017-05-08 06:25:01.337230
1494217503339,2017-05-08 06:25:03.339508
1494217505342,2017-05-08 06:25:05.341838
1494217507344,2017-05-08 06:25:07.344162
1494217509346,2017-05-08 06:25:09.346391
1494217511349,2017-05-08 06:25:11.348663
1494217513351,2017-05-08 06:25:13.350971
1494217515353,2017-05-08 06:25:15.353213
1494217517355,2017-05-08 06:25:17.355473
1494217519358,2017-05-08 06:25:19.357656
1494217521360,2017-05-08 06:25:21.359984
1494217523362,2017-05-08 06:25:23.362313
1494217525365,2017-05-08 06:25:25.364590
1494217527367,2017-05-08 06:25:27.366912
1494217529369,2017-05-08 06:25:29.369277
1494217531371,2017-05-08 06:25:31.371350
1494217533373,2017-05-08 06:25:33.373574
1494217535376,2017-05-08 06:25:35.375838
1494217537378,2017-05-08 06:25:37.378126
1494217539380,2017-05-08 06:25:39.380462
1494217541383,2017-05-08 06:25:41.382749
1494217543385,2017-05-08 06:25:43.385031
1494217545386,2017-05-08 06:25:45.386343
1494217547389,2017-05-08 06:25:47.388610
1494217549390,2017-05-08 06:25:49.390442
1494217551393,2017-05-08 06:25:51.392724
1494217553394,2017-05-08 06:25:53.394401
1494217555395,2017-05-08 06:25:55.394897
