00-17-0d-00-00-30-4d-94,22.16,-2.547,-5.141,2017-03-30 23:05:52,1490907952705
00-17-0d-00-00-30-4d-94,22.16,2.955,19.151,2017-03-30 23:05:53,1490907953706
00-17-0d-00-00-30-4d-94,22.16,-0.053,4.676,2017-03-30 23:05:54,1490907954709
00-17-0d-00-00-30-47-fa,22.16,3.636,15.148,2017-03-30 23:05:55,1490907955711
00-17-0d-00-00-30-48-18,22.36,9.105,36.029,2017-03-30 23:05:56,1490907956712
00-17-0d-00-00-30-49-58,22.56,28.16,5.018,2017-03-30 23:05:57,1490907957714
00-17-0d-00-00-30-4d-94,22.16,35.731,-2.48,2017-03-30 23:05:58,1490907958715
00-17-0d-00-00-30-47-fa,22.36,-3.057,27.97,2017-03-30 23:05:59,1490907959716
00-17-0d-00-00-30-49-58,22.36,21.875,4.133,2017-03-30 23:06:00,1490907960718
00-17-0d-00-00-30-48-18,22.56,14.761,0.755,2017-03-30 23:06:01,1490907961720
00-17-0d-00-00-30-4d-94,22.16,9.545,2.106,2017-03-30 23:06:02,1490907962722
00-17-0d-00-00-30-49-58,22.36,20.96,-5.653,2017-03-30 23:06:03,1490907963723
00-17-0d-00-00-30-47-fa,22.56,24.533,20.904,2017-03-30 23:06:04,1490907964724
00-17-0d-00-00-30-48-18,22.36,8.074,31.735,2017-03-30 23:06:05,1490907965726
00-17-0d-00-00-30-4d-94,21.95,4.274,33.31,2017-03-30 23:06:06,1490907966727
00-17-0d-00-00-30-47-fa,22.56,27.212,7.323,2017-03-30 23:06:07,1490907967731
00-17-0d-00-00-30-49-58,22.56,22.675,-7.315,2017-03-30 23:06:08,1490907968733
00-17-0d-00-00-30-48-18,22.56,28.585,19.616,2017-03-30 23:06:09,1490907969736
00-17-0d-00-00-30-4d-94,21.95,32.353,1.602,2017-03-30 23:06:10,1490907970738
00-17-0d-00-00-30-49-58,22.16,28.074,-6.378,2017-03-30 23:06:11,1490907971741
00-17-0d-00-00-30-48-18,22.56,32.845,28.85,2017-03-30 23:06:12,1490907972743
00-17-0d-00-00-30-4d-94,22.16,14.992,1.536,2017-03-30 23:06:13,1490907973744
00-17-0d-00-00-30-49-58,22.36,-5.879,10.094,2017-03-30 23:06:14,1490907974745
00-17-0d-00-00-30-48-18,22.36,6.588,26.034,2017-03-30 23:06:15,1490907975747
00-17-0d-00-00-30-4d-94,22.36,11.454,9.097,2017-03-30 23:06:16,1490907976748
00-17-0d-00-00-30-47-fa,22.97,-3.418,26.179,2017-03-30 23:06:17,1490907977751
00-17-0d-00-00-30-49-58,22.77,12.865,28.031,2017-03-30 23:06:18,1490907978752
00-17-0d-00-00-30-48-18,22.56,27.492,8.123,2017-03-30 23:06:19,1490907979755
00-17-0d-00-00-30-4d-94,22.16,18.98,3.993,2017-03-30 23:06:20,1490907980759
00-17-0d-00-00-30-49-58,22.77,-2.979,20.575,2017-03-30 23:06:21,1490907981762
00-17-0d-00-00-30-48-18,22.56,12.359,-3.143,2017-03-30 23:06:22,1490907982766
00-17-0d-00-00-30-4d-94,21.75,-7.045,-4.657,2017-03-30 23:06:23,1490907983769
00-17-0d-00-00-30-49-58,22.77,1.071,-2.942,2017-03-30 23:06:24,1490907984771
00-17-0d-00-00-30-48-18,22.56,10.203,4.96,2017-03-30 23:06:25,1490907985774
00-17-0d-00-00-30-4d-94,21.75,26.457,0.286,2017-03-30 23:06:26,1490907986776
00-17-0d-00-00-30-47-fa,22.56,30.18,-3.998,2017-03-30 23:06:27,1490907987777
00-17-0d-00-00-30-49-58,22.36,18.535,32.724,2017-03-30 23:06:28,1490907988779
00-17-0d-00-00-30-48-18,22.36,7.531,24.194,2017-03-30 23:06:29,1490907989780
00-17-0d-00-00-30-4d-94,21.95,10.751,17.942,2017-03-30 23:06:30,1490907990783
00-17-0d-00-00-30-49-58,22.97,5.262,23.821,2017-03-30 23:06:31,1490907991785
00-17-0d-00-00-30-48-18,22.36,19.326,26.861,2017-03-30 23:06:32,1490907992787
00-17-0d-00-00-30-4d-94,22.36,30.765,30.194,2017-03-30 23:06:33,1490907993790
00-17-0d-00-00-30-49-58,22.77,9.425,5.972,2017-03-30 23:06:34,1490907994793
00-17-0d-00-00-30-48-18,22.36,25.298,-4.471,2017-03-30 23:06:35,1490907995795
00-17-0d-00-00-30-4d-94,21.95,2.402,-2.431,2017-03-30 23:06:36,1490907996798
00-17-0d-00-00-30-47-fa,22.36,15.319,28.206,2017-03-30 23:06:37,1490907997802
00-17-0d-00-00-30-49-58,22.77,24.641,5.606,2017-03-30 23:06:38,1490907998804
00-17-0d-00-00-30-48-18,22.56,3.032,30.688,2017-03-30 23:06:39,1490907999805
00-17-0d-00-00-30-4d-94,22.16,-1.609,34.113,2017-03-30 23:06:40,1490908000807
00-17-0d-00-00-30-49-58,22.77,-5.95,-7.507,2017-03-30 23:06:41,1490908001808
00-17-0d-00-00-30-48-18,22.36,7.694,17.544,2017-03-30 23:06:42,1490908002809
00-17-0d-00-00-30-4d-94,22.16,27.17,18.862,2017-03-30 23:06:43,1490908003812
00-17-0d-00-00-30-49-58,22.36,22.913,-6.207,2017-03-30 23:06:44,1490908004813
00-17-0d-00-00-30-48-18,22.77,15.18,-2.214,2017-03-30 23:06:45,1490908005815
00-17-0d-00-00-30-4d-94,22.16,6.81,-6.149,2017-03-30 23:06:46,1490908006817
00-17-0d-00-00-30-47-fa,22.56,-2.538,16.275,2017-03-30 23:06:47,1490908007822
00-17-0d-00-00-30-49-58,22.77,13.702,-5.253,2017-03-30 23:06:48,1490908008823
00-17-0d-00-00-30-48-18,22.36,27.273,35.314,2017-03-30 23:06:49,1490908009827
00-17-0d-00-00-30-4d-94,21.95,7.455,26.667,2017-03-30 23:06:50,1490908010829
00-17-0d-00-00-30-49-58,22.56,-7.263,6.261,2017-03-30 23:06:51,1490908011830
00-17-0d-00-00-30-47-fa,22.36,-1.115,8.819,2017-03-30 23:06:52,1490908012831
00-17-0d-00-00-30-48-18,22.16,29.177,15.365,2017-03-30 23:06:53,1490908013833
00-17-0d-00-00-30-4d-94,21.95,4.177,22.298,2017-03-30 23:06:54,1490908014835
00-17-0d-00-00-30-49-58,22.77,10.589,15.967,2017-03-30 23:06:55,1490908015837
